transaction_id,store_id,product_id,customer_id,date,quantity,revenue,category,price,discount,region,manager,footfall,key_1,week,TV,Online,Print
T00376,S019,P0051,C00020,2023-10-30,3,709.14,Toys,271.7,0.13,South,Manager_19,1869,2023-10-30,2023-11-05,6002,1886,840
T00377,S007,P0096,C00154,2023-11-23,1,57.13,Home,57.13,0.0,South,Manager_7,504,2023-11-20,2023-11-26,8392,5042,1871
T00378,S003,P0036,C00068,2023-06-03,3,183.22,Books,61.69,0.01,East,Manager_3,2991,2023-05-29,2023-06-04,6874,6581,4314
T00379,S015,P0098,C00214,2023-02-09,3,577.56,Clothing,204.81,0.06,South,Manager_15,2182,2023-02-06,2023-02-12,7197,4066,1283
T00380,S014,P0100,C00143,2023-05-13,4,1480.09,Electronics,420.48,0.12,North,Manager_14,2193,2023-05-08,2023-05-14,2073,6184,2902
T00381,S011,P0066,C00232,2023-05-12,1,354.21,Toys,498.89,0.29,East,Manager_11,4864,2023-05-08,2023-05-14,8697,7437,694
T00382,S015,P0079,C00213,2023-10-06,2,275.23,Toys,191.13,0.28,South,Manager_15,2182,2023-10-02,2023-10-08,2907,2161,629
T00383,S013,P0034,C00079,2023-12-28,1,221.15,Electronics,315.93,0.3,East,Manager_13,1135,2023-12-25,2023-12-31,1298,1923,4732
T00384,S018,P0036,C00214,2023-03-25,3,183.22,Books,61.69,0.01,North,Manager_18,4175,2023-03-20,2023-03-26,9901,3618,1911
T00385,S006,P0006,C00116,2023-08-30,3,942.27,Clothing,337.73,0.07,West,Manager_6,3551,2023-08-28,2023-09-03,9750,4102,4122
T00386,S003,P0039,C00092,2023-04-26,3,571.62,Electronics,214.09,0.11,East,Manager_3,2991,2023-04-24,2023-04-30,8189,7349,3186
T00387,S019,P0042,C00270,2023-04-19,1,63.54,Electronics,69.82,0.09,South,Manager_19,1869,2023-04-17,2023-04-23,1464,5471,2327
T00388,S015,P0058,C00168,2023-08-09,4,941.12,Clothing,283.47,0.17,South,Manager_15,2182,2023-08-07,2023-08-13,9339,2032,1811
T00389,S005,P0012,C00058,2023-02-10,3,1035.48,Home,486.14,0.29,East,Manager_5,3624,2023-02-06,2023-02-12,6672,5431,2709
T00390,S010,P0003,C00284,2023-05-27,3,649.25,Home,230.23,0.06,East,Manager_10,4642,2023-05-22,2023-05-28,6060,3708,3675
T00391,S007,P0018,C00026,2023-04-22,1,268.67,Books,358.22,0.25,South,Manager_7,504,2023-04-17,2023-04-23,1464,5471,2327
T00392,S017,P0040,C00066,2023-04-13,2,690.78,Clothing,442.81,0.22,South,Manager_17,1330,2023-04-10,2023-04-16,1016,6182,4848
T00393,S007,P0021,C00248,2023-02-15,2,158.91,Clothing,108.84,0.27,South,Manager_7,504,2023-02-13,2023-02-19,9432,6874,2053
T00394,S012,P0015,C00254,2023-11-20,4,472.37,Toys,125.63,0.06,South,Manager_12,4965,2023-11-20,2023-11-26,8392,5042,1871
T00395,S017,P0097,C00044,2023-09-28,4,1525.59,Books,470.86,0.19,South,Manager_17,1330,2023-09-25,2023-10-01,1287,6953,4782
T00396,S013,P0099,C00097,2023-07-14,3,775.28,Clothing,263.7,0.02,East,Manager_13,1135,2023-07-10,2023-07-16,1371,7998,1115
T00397,S020,P0026,C00042,2023-10-07,1,64.96,Home,78.27,0.17,South,Manager_20,1240,2023-10-02,2023-10-08,2907,2161,629
T00398,S004,P0008,C00227,2023-10-10,3,638.45,Home,299.74,0.29,East,Manager_4,3160,2023-10-09,2023-10-15,8604,1128,4496
T00399,S010,P0100,C00262,2023-02-09,4,1480.09,Electronics,420.48,0.12,East,Manager_10,4642,2023-02-06,2023-02-12,6672,5431,2709
T00400,S003,P0094,C00167,2023-07-08,1,333.46,Home,406.66,0.18,East,Manager_3,2991,2023-07-03,2023-07-09,8940,3156,4366
T00401,S009,P0087,C00279,2023-06-13,1,62.89,Electronics,83.85,0.25,West,Manager_9,1491,2023-06-12,2023-06-18,7360,4590,2372
T00402,S013,P0042,C00089,2023-01-24,4,254.14,Electronics,69.82,0.09,East,Manager_13,1135,2023-01-23,2023-01-29,9745,3350,1769
T00403,S018,P0044,C00178,2023-01-24,2,772.4,Clothing,454.35,0.15,North,Manager_18,4175,2023-01-23,2023-01-29,6904,5624,2537
T00404,S015,P0014,C00197,2023-01-04,2,538.2,Clothing,363.65,0.26,South,Manager_15,2182,2023-01-02,2023-01-08,9307,3095,2301
T00405,S004,P0078,C00267,2023-11-19,1,37.21,Toys,49.62,0.25,East,Manager_4,3160,2023-11-13,2023-11-19,5085,7828,670
T00406,S015,P0002,C00268,2023-10-17,3,998.06,Books,426.52,0.22,South,Manager_15,2182,2023-10-16,2023-10-22,9207,7566,744
T00407,S002,P0037,C00074,2023-06-30,2,397.29,Home,233.7,0.15,West,Manager_2,4354,2023-06-26,2023-07-02,1390,6615,4976
T00408,S015,P0069,C00008,2023-09-05,3,526.41,Toys,211.41,0.17,South,Manager_15,2182,2023-09-04,2023-09-10,6929,7792,2682
T00409,S008,P0038,C00297,2023-04-26,2,222.38,Books,117.04,0.05,South,Manager_8,1376,2023-04-24,2023-04-30,9711,6956,589
T00410,S008,P0041,C00164,2023-10-06,2,263.53,Toys,168.93,0.22,South,Manager_8,1376,2023-10-02,2023-10-08,2907,2161,629
T00411,S017,P0062,C00085,2023-12-31,3,337.9,Toys,130.97,0.14,South,Manager_17,1330,2023-12-25,2023-12-31,1194,3537,3342
T00412,S012,P0060,C00072,2023-03-10,4,165.53,Clothing,41.8,0.01,South,Manager_12,4965,2023-03-06,2023-03-12,9430,7447,2845
T00413,S019,P0014,C00055,2023-12-17,2,538.2,Clothing,363.65,0.26,South,Manager_19,1869,2023-12-11,2023-12-17,7553,5042,3867
T00414,S010,P0089,C00047,2023-09-11,2,554.5,Toys,350.95,0.21,East,Manager_10,4642,2023-09-11,2023-09-17,9832,6974,4578
T00415,S009,P0084,C00238,2023-06-30,3,566.96,Books,205.42,0.08,West,Manager_9,1491,2023-06-26,2023-07-02,1390,6615,4976
T00416,S005,P0002,C00104,2023-11-14,4,1330.74,Books,426.52,0.22,East,Manager_5,3624,2023-11-13,2023-11-19,5085,7828,670
T00417,S006,P0070,C00210,2023-06-18,2,37.19,Toys,26.19,0.29,West,Manager_6,3551,2023-06-12,2023-06-18,7360,4590,2372
T00418,S020,P0017,C00042,2023-11-09,2,47.1,Toys,29.81,0.21,South,Manager_20,1240,2023-11-06,2023-11-12,4398,6529,4450
T00419,S002,P0089,C00268,2023-09-06,4,1109.0,Toys,350.95,0.21,West,Manager_2,4354,2023-09-04,2023-09-10,5399,6037,4557
T00420,S013,P0028,C00263,2023-07-07,2,395.31,Clothing,274.52,0.28,East,Manager_13,1135,2023-07-03,2023-07-09,8940,3156,4366
T00421,S006,P0066,C00259,2023-02-23,4,1416.85,Toys,498.89,0.29,West,Manager_6,3551,2023-02-20,2023-02-26,5362,7502,3888
T00422,S005,P0035,C00283,2023-11-22,4,588.47,Home,154.86,0.05,East,Manager_5,3624,2023-11-20,2023-11-26,9844,7028,4012
T00423,S001,P0005,C00114,2023-12-23,3,454.33,Books,191.7,0.21,South,Manager_1,2215,2023-12-18,2023-12-24,8498,7636,511
T00424,S006,P0065,C00040,2023-11-09,1,64.4,Clothing,82.56,0.22,West,Manager_6,3551,2023-11-06,2023-11-12,7089,2547,1361
T00425,S006,P0040,C00220,2023-05-18,4,1381.57,Clothing,442.81,0.22,West,Manager_6,3551,2023-05-15,2023-05-21,1272,4010,2273
T00426,S016,P0076,C00129,2023-06-17,3,750.06,Clothing,280.92,0.11,East,Manager_16,619,2023-06-12,2023-06-18,8148,4213,2864
T00427,S004,P0056,C00008,2023-04-13,1,85.99,Electronics,92.46,0.07,East,Manager_4,3160,2023-04-10,2023-04-16,5769,6247,2861
T00428,S011,P0036,C00101,2023-03-26,2,122.15,Books,61.69,0.01,East,Manager_11,4864,2023-03-20,2023-03-26,3172,5966,779
T00429,S009,P0045,C00176,2023-11-13,1,116.11,Clothing,143.34,0.19,West,Manager_9,1491,2023-11-13,2023-11-19,9346,4494,1404
T00430,S003,P0023,C00107,2023-07-31,4,699.64,Toys,242.93,0.28,East,Manager_3,2991,2023-07-31,2023-08-06,2268,6474,1284
T00431,S019,P0047,C00101,2023-01-03,4,33.62,Clothing,10.25,0.18,South,Manager_19,1869,2023-01-02,2023-01-08,9307,3095,2301
T00432,S008,P0031,C00260,2023-06-28,4,1104.52,Home,303.44,0.09,South,Manager_8,1376,2023-06-26,2023-07-02,4969,3965,4819
T00433,S005,P0011,C00246,2023-12-08,4,553.36,Toys,197.63,0.3,East,Manager_5,3624,2023-12-04,2023-12-10,6162,3258,4539
T00434,S004,P0010,C00275,2023-10-30,4,1048.84,Books,285.01,0.08,East,Manager_4,3160,2023-10-30,2023-11-05,6594,7355,2144
T00435,S006,P0067,C00032,2023-11-28,3,379.94,Clothing,140.72,0.1,West,Manager_6,3551,2023-11-27,2023-12-03,2184,1746,2225
T00436,S002,P0014,C00137,2023-02-07,4,1076.4,Clothing,363.65,0.26,West,Manager_2,4354,2023-02-06,2023-02-12,2466,7195,4457
T00437,S020,P0080,C00012,2023-08-27,3,378.26,Toys,128.66,0.02,South,Manager_20,1240,2023-08-21,2023-08-27,7781,4748,777
T00438,S011,P0074,C00016,2023-06-18,2,497.09,Clothing,270.16,0.08,East,Manager_11,4864,2023-06-12,2023-06-18,8148,4213,2864
T00439,S004,P0093,C00129,2023-12-09,4,1319.13,Home,358.46,0.08,East,Manager_4,3160,2023-12-04,2023-12-10,6162,3258,4539
T00440,S015,P0010,C00063,2023-11-10,4,1048.84,Books,285.01,0.08,South,Manager_15,2182,2023-11-06,2023-11-12,4398,6529,4450
T00441,S006,P0076,C00109,2023-11-02,1,250.02,Clothing,280.92,0.11,West,Manager_6,3551,2023-10-30,2023-11-05,8933,6476,2580
T00442,S017,P0094,C00021,2023-01-30,2,666.92,Home,406.66,0.18,South,Manager_17,1330,2023-01-30,2023-02-05,6695,7401,1477
T00443,S006,P0001,C00158,2023-07-09,4,1466.66,Toys,458.33,0.2,West,Manager_6,3551,2023-07-03,2023-07-09,7106,5915,1172
T00444,S019,P0005,C00269,2023-12-23,4,605.77,Books,191.7,0.21,South,Manager_19,1869,2023-12-18,2023-12-24,8498,7636,511
T00445,S002,P0020,C00162,2023-01-25,2,396.48,Toys,225.27,0.12,West,Manager_2,4354,2023-01-23,2023-01-29,5837,6488,1743
T00446,S015,P0008,C00260,2023-04-22,3,638.45,Home,299.74,0.29,South,Manager_15,2182,2023-04-17,2023-04-23,1464,5471,2327
T00447,S011,P0043,C00102,2023-07-25,4,620.22,Toys,184.59,0.16,East,Manager_11,4864,2023-07-24,2023-07-30,5942,5138,1364
T00448,S008,P0076,C00223,2023-07-04,1,250.02,Clothing,280.92,0.11,South,Manager_8,1376,2023-07-03,2023-07-09,9975,1949,4439
T00449,S019,P0001,C00059,2023-02-16,4,1466.66,Toys,458.33,0.2,South,Manager_19,1869,2023-02-13,2023-02-19,9432,6874,2053
T00450,S013,P0057,C00247,2023-08-16,1,99.61,Toys,117.19,0.15,East,Manager_13,1135,2023-08-14,2023-08-20,5054,5895,1435
T00451,S012,P0064,C00128,2023-02-08,1,262.08,Clothing,359.01,0.27,South,Manager_12,4965,2023-02-06,2023-02-12,7197,4066,1283
T00452,S005,P0084,C00283,2023-01-16,4,755.95,Books,205.42,0.08,East,Manager_5,3624,2023-01-16,2023-01-22,2015,2384,1897
T00453,S006,P0028,C00025,2023-01-22,4,790.62,Clothing,274.52,0.28,West,Manager_6,3551,2023-01-16,2023-01-22,3949,1941,2407
T00454,S004,P0037,C00131,2023-08-01,1,198.64,Home,233.7,0.15,East,Manager_4,3160,2023-07-31,2023-08-06,2268,6474,1284
T00455,S019,P0047,C00196,2023-11-06,2,16.81,Clothing,10.25,0.18,South,Manager_19,1869,2023-11-06,2023-11-12,4398,6529,4450
T00456,S020,P0076,C00281,2023-05-29,2,500.04,Clothing,280.92,0.11,South,Manager_20,1240,2023-05-29,2023-06-04,4982,5323,4513
T00457,S001,P0037,C00154,2023-08-29,4,794.58,Home,233.7,0.15,South,Manager_1,2215,2023-08-28,2023-09-03,2859,4036,3871
T00458,S020,P0049,C00133,2023-09-29,3,406.32,Clothing,159.34,0.15,South,Manager_20,1240,2023-09-25,2023-10-01,1287,6953,4782
T00459,S017,P0044,C00227,2023-02-28,2,772.4,Clothing,454.35,0.15,South,Manager_17,1330,2023-02-27,2023-03-05,7799,7405,930
T00460,S012,P0056,C00189,2023-10-14,4,343.95,Electronics,92.46,0.07,South,Manager_12,4965,2023-10-09,2023-10-15,7337,3363,643
T00461,S015,P0028,C00265,2023-07-21,2,395.31,Clothing,274.52,0.28,South,Manager_15,2182,2023-07-17,2023-07-23,2909,7364,3081
T00462,S001,P0079,C00134,2023-02-01,3,412.84,Toys,191.13,0.28,South,Manager_1,2215,2023-01-30,2023-02-05,6695,7401,1477
T00463,S014,P0006,C00211,2023-06-11,4,1256.36,Clothing,337.73,0.07,North,Manager_14,2193,2023-06-05,2023-06-11,3284,6313,1257
T00464,S006,P0061,C00060,2023-09-12,3,282.28,Clothing,134.42,0.3,West,Manager_6,3551,2023-09-11,2023-09-17,9111,4715,1801
T00465,S005,P0020,C00213,2023-09-11,4,792.95,Toys,225.27,0.12,East,Manager_5,3624,2023-09-11,2023-09-17,9832,6974,4578
T00466,S011,P0078,C00216,2023-01-09,3,111.64,Toys,49.62,0.25,East,Manager_11,4864,2023-01-09,2023-01-15,1297,5903,1344
T00467,S004,P0002,C00226,2023-05-19,2,665.37,Books,426.52,0.22,East,Manager_4,3160,2023-05-15,2023-05-21,1662,1479,4718
T00468,S013,P0073,C00131,2023-01-10,2,645.87,Books,343.55,0.06,East,Manager_13,1135,2023-01-09,2023-01-15,1297,5903,1344
T00469,S011,P0037,C00076,2023-08-02,3,595.93,Home,233.7,0.15,East,Manager_11,4864,2023-07-31,2023-08-06,2268,6474,1284
T00470,S003,P0020,C00286,2023-09-30,3,594.71,Toys,225.27,0.12,East,Manager_3,2991,2023-09-25,2023-10-01,7754,4603,2081
T00471,S001,P0026,C00277,2023-11-20,3,194.89,Home,78.27,0.17,South,Manager_1,2215,2023-11-20,2023-11-26,8392,5042,1871
T00472,S006,P0029,C00156,2023-02-17,4,310.98,Toys,109.5,0.29,West,Manager_6,3551,2023-02-13,2023-02-19,2966,1375,762
T00473,S018,P0001,C00248,2023-04-21,2,733.33,Toys,458.33,0.2,North,Manager_18,4175,2023-04-17,2023-04-23,2939,2635,2198
T00474,S010,P0035,C00218,2023-06-02,4,588.47,Home,154.86,0.05,East,Manager_10,4642,2023-05-29,2023-06-04,6874,6581,4314
T00475,S005,P0070,C00190,2023-05-03,2,37.19,Toys,26.19,0.29,East,Manager_5,3624,2023-05-01,2023-05-07,5535,3776,1619
T00476,S010,P0059,C00163,2023-12-23,1,160.07,Toys,207.88,0.23,East,Manager_10,4642,2023-12-18,2023-12-24,4823,7770,1549
T00477,S012,P0069,C00180,2023-04-12,4,701.88,Toys,211.41,0.17,South,Manager_12,4965,2023-04-10,2023-04-16,1016,6182,4848
T00478,S002,P0033,C00034,2023-08-29,2,768.09,Toys,441.43,0.13,West,Manager_2,4354,2023-08-28,2023-09-03,9750,4102,4122
T00479,S013,P0051,C00041,2023-11-17,2,472.76,Toys,271.7,0.13,East,Manager_13,1135,2023-11-13,2023-11-19,5085,7828,670
T00480,S008,P0078,C00075,2023-07-10,4,148.86,Toys,49.62,0.25,South,Manager_8,1376,2023-07-10,2023-07-16,1044,2810,2581
T00481,S002,P0012,C00279,2023-08-05,4,1380.64,Home,486.14,0.29,West,Manager_2,4354,2023-07-31,2023-08-06,8680,3118,4886
T00482,S020,P0020,C00176,2023-02-20,2,396.48,Toys,225.27,0.12,South,Manager_20,1240,2023-02-20,2023-02-26,2012,1186,2381
T00483,S001,P0053,C00150,2023-10-19,4,1131.7,Toys,349.29,0.19,South,Manager_1,2215,2023-10-16,2023-10-22,9207,7566,744
T00484,S005,P0088,C00273,2023-03-22,3,745.98,Electronics,259.02,0.04,East,Manager_5,3624,2023-03-20,2023-03-26,3172,5966,779
T00485,S009,P0043,C00108,2023-03-29,4,620.22,Toys,184.59,0.16,West,Manager_9,1491,2023-03-27,2023-04-02,4637,3163,4855
T00486,S017,P0098,C00139,2023-07-13,4,770.09,Clothing,204.81,0.06,South,Manager_17,1330,2023-07-10,2023-07-16,1044,2810,2581
T00487,S009,P0089,C00271,2023-04-14,4,1109.0,Toys,350.95,0.21,West,Manager_9,1491,2023-04-10,2023-04-16,8382,3476,1290
T00488,S011,P0050,C00289,2023-09-28,2,132.39,Toys,90.68,0.27,East,Manager_11,4864,2023-09-25,2023-10-01,7754,4603,2081
T00489,S015,P0029,C00212,2023-04-06,3,233.23,Toys,109.5,0.29,South,Manager_15,2182,2023-04-03,2023-04-09,1140,2789,4126
T00490,S006,P0057,C00272,2023-07-17,1,99.61,Toys,117.19,0.15,West,Manager_6,3551,2023-07-17,2023-07-23,2539,1912,1143
T00491,S003,P0039,C00066,2023-01-01,1,190.54,Electronics,214.09,0.11,East,Manager_3,2991,2022-12-26,2023-01-01,3229,4009,2577
T00492,S017,P0095,C00248,2023-06-16,3,531.7,Electronics,180.85,0.02,South,Manager_17,1330,2023-06-12,2023-06-18,5159,7308,2574
T00493,S005,P0056,C00156,2023-05-06,3,257.96,Electronics,92.46,0.07,East,Manager_5,3624,2023-05-01,2023-05-07,5535,3776,1619
T00494,S012,P0043,C00047,2023-11-09,3,465.17,Toys,184.59,0.16,South,Manager_12,4965,2023-11-06,2023-11-12,4398,6529,4450
T00495,S018,P0050,C00201,2023-03-22,2,132.39,Toys,90.68,0.27,North,Manager_18,4175,2023-03-20,2023-03-26,9901,3618,1911
T00496,S014,P0023,C00148,2023-09-08,1,174.91,Toys,242.93,0.28,North,Manager_14,2193,2023-09-04,2023-09-10,9479,6737,3717
T00497,S011,P0044,C00124,2023-06-18,3,1158.59,Clothing,454.35,0.15,East,Manager_11,4864,2023-06-12,2023-06-18,8148,4213,2864
T00498,S009,P0038,C00001,2023-03-14,2,222.38,Books,117.04,0.05,West,Manager_9,1491,2023-03-13,2023-03-19,4892,1599,2412
T00499,S002,P0084,C00247,2023-05-21,1,188.99,Books,205.42,0.08,West,Manager_2,4354,2023-05-15,2023-05-21,1272,4010,2273
T00500,S012,P0023,C00128,2023-03-11,4,699.64,Toys,242.93,0.28,South,Manager_12,4965,2023-03-06,2023-03-12,9430,7447,2845
T00501,S003,P0045,C00191,2023-09-19,2,232.21,Clothing,143.34,0.19,East,Manager_3,2991,2023-09-18,2023-09-24,2367,5042,3075
T00502,S003,P0052,C00067,2023-12-06,1,220.34,Toys,247.57,0.11,East,Manager_3,2991,2023-12-04,2023-12-10,6162,3258,4539
T00503,S001,P0080,C00004,2023-11-04,2,252.17,Toys,128.66,0.02,South,Manager_1,2215,2023-10-30,2023-11-05,6002,1886,840
T00504,S008,P0050,C00294,2023-09-02,1,66.2,Toys,90.68,0.27,South,Manager_8,1376,2023-08-28,2023-09-03,2859,4036,3871
T00505,S008,P0008,C00143,2023-01-03,1,212.82,Home,299.74,0.29,South,Manager_8,1376,2023-01-02,2023-01-08,9307,3095,2301
T00506,S011,P0085,C00191,2023-12-03,4,1492.58,Electronics,410.05,0.09,East,Manager_11,4864,2023-11-27,2023-12-03,2499,3099,2658
T00507,S009,P0001,C00021,2023-03-04,2,733.33,Toys,458.33,0.2,West,Manager_9,1491,2023-02-27,2023-03-05,8833,2893,4134
T00508,S005,P0008,C00227,2023-02-18,3,638.45,Home,299.74,0.29,East,Manager_5,3624,2023-02-13,2023-02-19,6593,4672,2381
T00509,S014,P0029,C00117,2023-03-17,4,310.98,Toys,109.5,0.29,North,Manager_14,2193,2023-03-13,2023-03-19,1985,4603,4985
T00510,S003,P0096,C00142,2023-06-24,4,228.52,Home,57.13,0.0,East,Manager_3,2991,2023-06-19,2023-06-25,4629,6919,3972
T00511,S005,P0005,C00039,2023-04-19,1,151.44,Books,191.7,0.21,East,Manager_5,3624,2023-04-17,2023-04-23,5427,6269,4631
T00512,S005,P0086,C00252,2023-07-02,3,1083.21,Electronics,401.19,0.1,East,Manager_5,3624,2023-06-26,2023-07-02,9872,6429,1109
T00513,S019,P0047,C00207,2023-07-11,2,16.81,Clothing,10.25,0.18,South,Manager_19,1869,2023-07-10,2023-07-16,1044,2810,2581
T00514,S014,P0034,C00210,2023-03-06,3,663.45,Electronics,315.93,0.3,North,Manager_14,2193,2023-03-06,2023-03-12,8984,1406,3576
T00515,S004,P0065,C00115,2023-12-03,3,193.19,Clothing,82.56,0.22,East,Manager_4,3160,2023-11-27,2023-12-03,2499,3099,2658
T00516,S013,P0055,C00225,2023-09-28,3,287.76,Home,129.62,0.26,East,Manager_13,1135,2023-09-25,2023-10-01,7754,4603,2081
T00517,S010,P0090,C00134,2023-04-10,3,1072.19,Home,430.6,0.17,East,Manager_10,4642,2023-04-10,2023-04-16,5769,6247,2861
T00518,S018,P0043,C00251,2023-02-01,3,465.17,Toys,184.59,0.16,North,Manager_18,4175,2023-01-30,2023-02-05,9848,1165,1089
T00519,S008,P0074,C00219,2023-12-18,1,248.55,Clothing,270.16,0.08,South,Manager_8,1376,2023-12-18,2023-12-24,8498,7636,511
T00520,S008,P0030,C00091,2023-05-08,1,429.52,Toys,472.0,0.09,South,Manager_8,1376,2023-05-08,2023-05-14,7543,6901,1469
T00521,S007,P0082,C00046,2023-12-05,4,769.44,Electronics,240.45,0.2,South,Manager_7,504,2023-12-04,2023-12-10,6300,7761,1631
T00522,S008,P0017,C00038,2023-02-12,1,23.55,Toys,29.81,0.21,South,Manager_8,1376,2023-02-06,2023-02-12,7197,4066,1283
T00523,S014,P0026,C00142,2023-03-19,4,259.86,Home,78.27,0.17,North,Manager_14,2193,2023-03-13,2023-03-19,1985,4603,4985
T00524,S019,P0008,C00100,2023-11-10,4,851.26,Home,299.74,0.29,South,Manager_19,1869,2023-11-06,2023-11-12,4398,6529,4450
T00525,S006,P0047,C00190,2023-10-16,2,16.81,Clothing,10.25,0.18,West,Manager_6,3551,2023-10-16,2023-10-22,6209,4820,2235
T00526,S001,P0076,C00035,2023-09-27,3,750.06,Clothing,280.92,0.11,South,Manager_1,2215,2023-09-25,2023-10-01,1287,6953,4782
T00527,S015,P0091,C00147,2023-06-11,1,154.45,Home,169.72,0.09,South,Manager_15,2182,2023-06-05,2023-06-11,6555,5556,3592
T00528,S001,P0072,C00030,2023-07-08,2,583.91,Books,320.83,0.09,South,Manager_1,2215,2023-07-03,2023-07-09,9975,1949,4439
T00529,S017,P0089,C00084,2023-09-04,1,277.25,Toys,350.95,0.21,South,Manager_17,1330,2023-09-04,2023-09-10,6929,7792,2682
T00530,S001,P0046,C00281,2023-08-04,4,1204.72,Electronics,327.37,0.08,South,Manager_1,2215,2023-07-31,2023-08-06,8910,7034,3906
T00531,S015,P0068,C00270,2023-11-11,1,405.49,Clothing,488.54,0.17,South,Manager_15,2182,2023-11-06,2023-11-12,4398,6529,4450
T00532,S002,P0033,C00154,2023-12-05,3,1152.13,Toys,441.43,0.13,West,Manager_2,4354,2023-12-04,2023-12-10,9462,5865,4456
T00533,S014,P0001,C00102,2023-06-17,4,1466.66,Toys,458.33,0.2,North,Manager_14,2193,2023-06-12,2023-06-18,5887,4854,4766
T00534,S008,P0019,C00215,2023-12-05,4,190.45,Electronics,64.34,0.26,South,Manager_8,1376,2023-12-04,2023-12-10,6300,7761,1631
T00535,S008,P0031,C00150,2023-07-12,2,552.26,Home,303.44,0.09,South,Manager_8,1376,2023-07-10,2023-07-16,1044,2810,2581
T00536,S019,P0080,C00083,2023-10-10,3,378.26,Toys,128.66,0.02,South,Manager_19,1869,2023-10-09,2023-10-15,7337,3363,643
T00537,S007,P0014,C00110,2023-12-02,4,1076.4,Clothing,363.65,0.26,South,Manager_7,504,2023-11-27,2023-12-03,8135,1320,4559
T00538,S019,P0053,C00275,2023-01-13,3,848.77,Toys,349.29,0.19,South,Manager_19,1869,2023-01-09,2023-01-15,6578,6642,2120
T00539,S006,P0048,C00201,2023-08-28,1,129.76,Books,182.76,0.29,West,Manager_6,3551,2023-08-28,2023-09-03,9750,4102,4122
T00540,S006,P0069,C00284,2023-11-16,3,526.41,Toys,211.41,0.17,West,Manager_6,3551,2023-11-13,2023-11-19,9346,4494,1404
T00541,S003,P0090,C00173,2023-05-27,4,1429.59,Home,430.6,0.17,East,Manager_3,2991,2023-05-22,2023-05-28,6060,3708,3675
T00542,S007,P0062,C00206,2023-07-23,2,225.27,Toys,130.97,0.14,South,Manager_7,504,2023-07-17,2023-07-23,2909,7364,3081
T00543,S019,P0092,C00063,2023-03-21,4,410.36,Electronics,117.92,0.13,South,Manager_19,1869,2023-03-20,2023-03-26,5686,7215,2402
T00544,S008,P0066,C00073,2023-02-12,3,1062.64,Toys,498.89,0.29,South,Manager_8,1376,2023-02-06,2023-02-12,7197,4066,1283
T00545,S010,P0064,C00251,2023-03-30,3,786.23,Clothing,359.01,0.27,East,Manager_10,4642,2023-03-27,2023-04-02,4977,3669,3393
T00546,S020,P0070,C00124,2023-05-28,4,74.38,Toys,26.19,0.29,South,Manager_20,1240,2023-05-22,2023-05-28,2404,4364,4790
T00547,S015,P0063,C00121,2023-04-05,3,969.28,Books,351.19,0.08,South,Manager_15,2182,2023-04-03,2023-04-09,1140,2789,4126
T00548,S015,P0073,C00275,2023-05-31,1,322.94,Books,343.55,0.06,South,Manager_15,2182,2023-05-29,2023-06-04,4982,5323,4513
T00549,S001,P0033,C00120,2023-01-02,4,1536.18,Toys,441.43,0.13,South,Manager_1,2215,2023-01-02,2023-01-08,9307,3095,2301
T00550,S020,P0041,C00164,2023-01-22,2,263.53,Toys,168.93,0.22,South,Manager_20,1240,2023-01-16,2023-01-22,7548,5780,3450
T00551,S007,P0089,C00286,2023-11-09,4,1109.0,Toys,350.95,0.21,South,Manager_7,504,2023-11-06,2023-11-12,4398,6529,4450
T00552,S004,P0048,C00265,2023-11-24,1,129.76,Books,182.76,0.29,East,Manager_4,3160,2023-11-20,2023-11-26,9844,7028,4012
T00553,S006,P0013,C00161,2023-01-07,1,353.56,Books,425.97,0.17,West,Manager_6,3551,2023-01-02,2023-01-08,7582,5045,2302
T00554,S001,P0073,C00089,2023-07-25,1,322.94,Books,343.55,0.06,South,Manager_1,2215,2023-07-24,2023-07-30,1691,5019,1431
T00555,S005,P0077,C00142,2023-04-24,1,264.37,Electronics,300.42,0.12,East,Manager_5,3624,2023-04-24,2023-04-30,8189,7349,3186
T00556,S001,P0031,C00203,2023-09-29,1,276.13,Home,303.44,0.09,South,Manager_1,2215,2023-09-25,2023-10-01,1287,6953,4782
T00557,S004,P0075,C00227,2023-03-24,2,390.0,Books,229.41,0.15,East,Manager_4,3160,2023-03-20,2023-03-26,3172,5966,779
T00558,S002,P0068,C00222,2023-06-28,3,1216.46,Clothing,488.54,0.17,West,Manager_2,4354,2023-06-26,2023-07-02,1390,6615,4976
T00559,S010,P0098,C00041,2023-07-29,1,192.52,Clothing,204.81,0.06,East,Manager_10,4642,2023-07-24,2023-07-30,5942,5138,1364
T00560,S005,P0004,C00196,2023-11-24,1,47.67,Books,56.75,0.16,East,Manager_5,3624,2023-11-20,2023-11-26,9844,7028,4012
T00561,S010,P0019,C00068,2023-05-04,4,190.45,Electronics,64.34,0.26,East,Manager_10,4642,2023-05-01,2023-05-07,5535,3776,1619
T00562,S001,P0070,C00264,2023-04-23,2,37.19,Toys,26.19,0.29,South,Manager_1,2215,2023-04-17,2023-04-23,1464,5471,2327
T00563,S006,P0098,C00002,2023-01-12,2,385.04,Clothing,204.81,0.06,West,Manager_6,3551,2023-01-09,2023-01-15,3657,5522,3846
